PATCH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367301,0.0006470449,1.68222921257013E-06,0,0,0,0,0,0,2.24274017708037E-05,0.0071140092,0.0501582716,0.0173181296,9.87582470884535E-05,0,0,0,0,0,0.0008900166,0.0564831266,1,0.0570641867,0.0056274961,0,0,0,0,0,2.32061285066152E-05,0.0248918484,0.05433799,0.0039320353,1.18579300783089E-06,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004605693,0,0,0,0,0,0,0,0.0006562291,0.0136858142,0.0867763078,0.0077996213,8.78691501329362E-05,0,0,0,0,0,0.0016778741,0.0570641867,1,0.0585956173,0.0047557987,0,0,0,0,0,2.20975315801892E-05,0.0505334995,0.0567462615,0.0312967432,0.0001941627
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040933308,0.0007904344,1.45914361214279E-05,0,0,0,0,0,0,0.0003732748,0.0235523808,0.1001028067,0.0171650673,0,0,0,0,0,0,0.0056274961,0.0585956173,1,0.0416357881,0,0,0,0,0,0,1.75040100076043E-06,0.0177827275,0.1242526309,0.017669445
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008779498,0.0019380936,0,0,0,0,0,0,0,1.25787997775555E-05,0.0119000402,0.055469985,0,0,0,0,0,0,0,0.0047557987,0.0416357881,1,0,0,0,0,0,0,0,0.0002296471,0.0152591314,0.0239515078
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31298160592833E-05,2.1258387365888E-05,0,0,0,0,0,0,0,0,0.0760795815,0.0251392971,0.0016142019,0,0,0,0,0,0,0,1,0.0366155835,0.0005608618,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003019576,0.0002906602,1.29935754522767E-05,0,0,0,0,0,0,0,0.0088334368,0.1688249454,0.017921548,7.36090399553776E-06,0,0,0,0,0,0,0.0366155835,1,0.0477815149,0.0005872666,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023178629,6.34016976910276E-09,0,0,0,0,0,0,1.12838830165553E-05,0.0060686902,0.0641359271,0.0039079861,5.04357390830821E-06,0,0,0,0,0,0.0005608618,0.0477815149,1,0.0385439937,0.0017224447,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84982081556392E-05,0.0027220089,0.0001446516,0,0,0,0,0,0,0.0004779917,0.0089379957,0.0727957816,0.0184713831,0,0,0,0,0,0,0.0005872666,0.0385439937,1,0.0430365923,0.0022911494,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65661925616167E-05,0.0015551911,0,0,0,0,0,0,0,0.0006690378,0.0344211159,0.0709668659,0.0237055081,2.32061285066152E-05,0,0,0,0,0,0.0017224447,0.0430365923,1,0.0505301123,0.0001601415,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5255540634693E-06,0.0006061982,4.4324851982513E-05,0,0,0,0,0,0,0,0.0158728847,0.1060052064,0.0248918484,2.20975315801892E-05,0,0,0,0,0,0.0022911494,0.0505301123,1,0.0864006195,0.000661086,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06008755193917E-05,0.0007889759,0,0,0,0,0,0,0.0004120823,0.0145073728,0.05433799,0.0505334995,1.75040100076043E-06,0,0,0,0,0,0.0001601415,0.0864006195,1,0.0823365155,0.0004527592,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009737688,0.0002835675,0.0003212051,0,0,0,0,0,0,0,0.0039320353,0.0567462615,0.0177827275,0.0002296471,0,0,0,0,0,0.000661086,0.0823365155,1,0.0659401129,0.0002767245
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20415999029177E-06,0.0020717941,0.0041463231,0,0,0,0,0,0,1.18579300783089E-06,0.0312967432,0.1242526309,0.0152591314,0,0,0,0,0,0,0.0004527592,0.0659401129,1,0.0705813579
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005368866,0,0,0,0,0,0,0,0.0001941627,0.017669445,0.0239515078,0,0,0,0,0,0,0,0.0002767245,0.0705813579,1
