NAME,GRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMMABILITY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFDI,,2.5,5,7.5,10,12.5,15,17.5,20,22.5,25,27.5,30,32.5,35,37.5,40,42.5,45,47.5,50,,,,,,,,,,,,,,,,,,,,,
STARTS_PER_KM^2_PER_HOUR_POISSON_PARAMETER,TIME_STEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0.00001,0.00002,0.00003,0.00004,0.000052,0.000062,0.000072,0.000082,0.000092,0.000102,0.000112,0.000122,0.000134,0.000144,0.000154,0.000164,0.000174,0.000184,0.000194,0.000204,,,,,,,,,,,,,,,,,,,,,
,16,0.00001,0.00002,0.000028,0.000038,0.000048,0.000058,0.000066,0.000076,0.000086,0.000096,0.000104,0.000114,0.000124,0.000134,0.000142,0.000152,0.000162,0.000172,0.000182,0.00019,,,,,,,,,,,,,,,,,,,,,
,17,0.000008,0.000018,0.000026,0.000034,0.000044,0.000052,0.000062,0.00007,0.000078,0.000088,0.000096,0.000104,0.000114,0.000122,0.00013,0.00014,0.000148,0.000158,0.000166,0.000174,,,,,,,,,,,,,,,,,,,,,
,18,0.000008,0.000016,0.000024,0.000032,0.00004,0.000048,0.000054,0.000062,0.00007,0.000078,0.000086,0.000094,0.000102,0.00011,0.000118,0.000126,0.000134,0.000142,0.00015,0.000158,,,,,,,,,,,,,,,,,,,,,
,19,0.000006,0.000014,0.00002,0.000028,0.000034,0.000042,0.000048,0.000056,0.000062,0.00007,0.000076,0.000084,0.00009,0.000098,0.000104,0.000112,0.000118,0.000124,0.000132,0.000138,,,,,,,,,,,,,,,,,,,,,
,20,0.000006,0.000012,0.000018,0.000024,0.00003,0.000036,0.000042,0.000048,0.000054,0.00006,0.000066,0.000072,0.000078,0.000084,0.00009,0.000096,0.000102,0.000108,0.000114,0.00012,,,,,,,,,,,,,,,,,,,,,
ROC_A^2_PER_HOUR_MEAN (Lognormal MU Parameter),CONFIGURATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4.9133102513,5.0213610972,5.1157875564,5.1996439427,5.2750602415,5.3435811404,5.406362594,5.4642922256,5.5180664458,5.5682417132,5.615269692,5.6595220186,5.7013081578,5.7408885415,5.7784844092,5.8142852984,5.848454826,5.8811352096,5.9124508437,5.9425111589,,137.3903319999,152.702973194,167.5586075274,182.0130424065,196.1121708414,209.8938775071,223.3897104764,236.626205994,249.625908699,262.4081534369,274.9896674743,287.3850379806,299.6070785049,311.6671194997,323.5752404292,335.3404576425,346.9708771713,358.4738205615,369.8559289935,381.1232502713
,2,4.3899406003,4.4864817856,4.5708498645,4.645773803,4.7131566986,4.7743786977,4.8304726217,4.8822315437,4.9302776919,4.9751082506,5.0171267723,5.0566653065,5.0940003535,5.1293646037,5.1629557301,5.1949430807,5.2254728435,5.2546720871,5.2826519553,5.3095102223,,81.406600945,89.4442361439,97.1635356893,104.6067631057,111.8080154663,118.7950352325,125.5906557698,132.2138945331,138.6807706842,145.0049190802,151.1980556855,157.2703344779,163.2306242607,169.0867261465,174.8455460605,180.5132332555,186.0952922536,191.5966746965,197.0218547321,202.3748918797
,3,3.6522925072,3.732611737,3.8028033251,3.8651376854,3.9211981352,3.9721329129,4.0188012935,4.0618630886,4.1018359728,4.1391335876,4.1740916761,4.2069864929,4.2380480778,4.2674700217,4.2954167825,4.3220292519,4.3474290544,4.3717219067,4.3950002771,4.4173455104,,38.9316782185,42.0872701257,45.0759549403,47.9218753847,50.6441988177,53.2583090164,55.7767171162,58.2097326933,60.5659563602,62.8526440608,65.075979865,67.241282826,69.3531659775,71.4156600523,73.4323109669,75.4062573819,77.3402932108,79.2369182348,81.0983797185,82.9267066976
,4,4.3899406003,4.4864817856,4.5708498645,4.645773803,4.7131566986,4.7743786977,4.8304726217,4.8822315437,4.9302776919,4.9751082506,5.0171267723,5.0566653065,5.0940003535,5.1293646037,5.1629557301,5.1949430807,5.2254728435,5.2546720871,5.2826519553,5.3095102223,,81.406600945,89.4442361439,97.1635356893,104.6067631057,111.8080154663,118.7950352325,125.5906557698,132.2138945331,138.6807706842,145.0049190802,151.1980556855,157.2703344779,163.2306242607,169.0867261465,174.8455460605,180.5132332555,186.0952922536,191.5966746965,197.0218547321,202.3748918797
,5,3.6522925072,3.732611737,3.8028033251,3.8651376854,3.9211981352,3.9721329129,4.0188012935,4.0618630886,4.1018359728,4.1391335876,4.1740916761,4.2069864929,4.2380480778,4.2674700217,4.2954167825,4.3220292519,4.3474290544,4.3717219067,4.3950002771,4.4173455104,,38.9316782185,42.0872701257,45.0759549403,47.9218753847,50.6441988177,53.2583090164,55.7767171162,58.2097326933,60.5659563602,62.8526440608,65.075979865,67.241282826,69.3531659775,71.4156600523,73.4323109669,75.4062573819,77.3402932108,79.2369182348,81.0983797185,82.9267066976
,6,3.0385924942,3.1054155672,3.1638127608,3.2156729881,3.2623135191,3.3046896522,3.343516277,3.3793423362,3.4125985186,3.443628961,3.4727129912,3.5000804441,3.5259227058,3.5504008378,3.5736516637,3.5957924013,3.6169242381,3.6371351271,3.6565019991,3.6750925305,,21.0754373619,22.47827198,23.7922141393,25.0308081326,26.204733787,27.3225008474,28.3909805889,29.4157962291,30.4016080923,31.3523234301,32.2712526578,33.161227195,34.0246896031,34.863763332,35.6803074258,36.4759598782,37.2521723432,38.0102382071,38.7513155194,39.4764458299
,7,3.6522925072,3.732611737,3.8028033251,3.8651376854,3.9211981352,3.9721329129,4.0188012935,4.0618630886,4.1018359728,4.1391335876,4.1740916761,4.2069864929,4.2380480778,4.2674700217,4.2954167825,4.3220292519,4.3474290544,4.3717219067,4.3950002771,4.4173455104,,38.9316782185,42.0872701257,45.0759549403,47.9218753847,50.6441988177,53.2583090164,55.7767171162,58.2097326933,60.5659563602,62.8526440608,65.075979865,67.241282826,69.3531659775,71.4156600523,73.4323109669,75.4062573819,77.3402932108,79.2369182348,81.0983797185,82.9267066976
,8,3.0385924942,3.1054155672,3.1638127608,3.2156729881,3.2623135191,3.3046896522,3.343516277,3.3793423362,3.4125985186,3.443628961,3.4727129912,3.5000804441,3.5259227058,3.5504008378,3.5736516637,3.5957924013,3.6169242381,3.6371351271,3.6565019991,3.6750925305,,21.0754373619,22.47827198,23.7922141393,25.0308081326,26.204733787,27.3225008474,28.3909805889,29.4157962291,30.4016080923,31.3523234301,32.2712526578,33.161227195,34.0246896031,34.863763332,35.6803074258,36.4759598782,37.2521723432,38.0102382071,38.7513155194,39.4764458299
,9,2.5280133855,2.5836080805,2.6321927089,2.6753387869,2.7141422417,2.7493978517,2.7817003823,2.8115065368,2.8391746346,2.8649909867,2.889187985,2.9119568452,2.9334567941,2.95382183,2.9731657859,2.9915861832,3.0091672067,3.0259820308,3.0420946592,3.0575613965,,12.6483800491,13.3396615107,13.9815462937,14.5817856301,15.1464896061,15.6805135937,16.1877634645,16.6714223551,17.1341169784,17.5780401217,18.0050417724,18.4166977401,18.8143619967,19.1992071145,19.5722558594,19.9344061689,20.2864510989,20.6290949107,20.9629661496,21.2886283941
,10,4.7958976403,4.9013664119,4.9935363767,5.07538886,5.1490029472,5.2158864128,5.2771675878,5.333712884,5.38620207,5.4351783068,5.4810824654,5.524277301,5.5650648833,5.6036994208,5.6403968659,5.6753422268,5.7086952105,5.7405946361,5.7711619253,5.8005038939,,122.1699859498,135.4361074736,148.2769792364,160.7456437767,172.8854958115,184.7322224285,196.315453216,207.6600493582,218.7870880385,229.7146123804,240.4582066543,251.0314411356,261.4462201789,271.7130572451,281.8412942222,291.8392787868,301.7145082871,311.4737481082,321.1231294141,330.668230963
,11,4.2850348724,4.379269028,4.4616209761,4.5347544689,4.6005271259,4.6602861124,4.7150395687,4.7655616158,4.8124596126,4.8562188623,4.8972332741,4.935826962,4.9722698192,5.0067889754,5.03957738,5.0708003337,5.1006005315,5.1291020053,5.156413243,5.1826296821,,73.2992688815,80.3508454046,87.1095572751,93.6148357273,99.8984010619,105.9860021055,111.8987899436,117.6543509174,123.2674763465,128.7507388588,134.1149283001,139.3693851907,144.5222592993,149.5807121066,154.551077463,159.4389902085,164.2494903494,168.9871080254,173.6559335171,178.2596753599
,12,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,13,4.2850348724,4.379269028,4.4616209761,4.5347544689,4.6005271259,4.6602861124,4.7150395687,4.7655616158,4.8124596126,4.8562188623,4.8972332741,4.935826962,4.9722698192,5.0067889754,5.03957738,5.0708003337,5.1006005315,5.1291020053,5.156413243,5.1826296821,,73.2992688815,80.3508454046,87.1095572751,93.6148357273,99.8984010619,105.9860021055,111.8987899436,117.6543509174,123.2674763465,128.7507388588,134.1149283001,139.3693851907,144.5222592993,149.5807121066,154.551077463,159.4389902085,164.2494903494,168.9871080254,173.6559335171,178.2596753599
,14,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,15,2.9659797219,3.0312059343,3.0882076193,3.1388285507,3.1843545203,3.2257179975,3.2636167885,3.2985867179,3.3310481825,3.3613370952,3.3897261089,3.4164395661,3.4416642792,3.4655574611,3.4882526657,3.5098643095,3.5304911621,3.5502190746,3.5691231395,3.5872694158,,19.5993319998,20.8705592998,22.0597184021,23.1793768412,24.2394403858,25.2477972649,26.2108126273,27.1336918789,28.0207461202,28.8755873897,29.7012740157,30.5004201789,31.2752796914,32.0278108095,32.7597270082,33.4725372258,34.1675780799,34.8460398792,35.5089878926,36.1573797864
,16,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,17,2.9659797219,3.0312059343,3.0882076193,3.1388285507,3.1843545203,3.2257179975,3.2636167885,3.2985867179,3.3310481825,3.3613370952,3.3897261089,3.4164395661,3.4416642792,3.4655574611,3.4882526657,3.5098643095,3.5304911621,3.5502190746,3.5691231395,3.5872694158,,19.5993319998,20.8705592998,22.0597184021,23.1793768412,24.2394403858,25.2477972649,26.2108126273,27.1336918789,28.0207461202,28.8755873897,29.7012740157,30.5004201789,31.2752796914,32.0278108095,32.7597270082,33.4725372258,34.1675780799,34.8460398792,35.5089878926,36.1573797864
,18,2.4676018427,2.521868,2.5692916091,2.6114066319,2.6492828067,2.6836959188,2.7152265209,2.7443204023,2.7713273198,2.7965267426,2.820145509,2.8423702652,2.8633564332,2.883234809,2.9021165054,2.9200967134,2.937257606,2.9536706087,2.9693981961,2.9844953273,,11.9068945323,12.5409787908,13.1291800589,13.6787158241,14.1952778133,14.6833887259,15.1466858724,15.5881324266,16.0101725724,16.4148458242,16.8038720856,17.1787157128,17.540634369,17.8907167511,18.2299120747,18.5590533688,18.878876074,19.190033036,19.4931067117,19.7886191638
,19,4.6703813897,4.7730898763,4.8628476068,4.9425578808,5.0142453705,5.0793783897,5.1390557391,5.1941211553,5.245236616,5.292931067,5.3376338408,5.3796981991,5.4194183057,5.4570417159,5.4927787307,5.526809516,5.5592895993,5.5903541663,5.6201214611,5.6486955038,,107.7589891846,119.1309683095,130.1116900926,140.7509876692,151.0894317498,161.1602653921,170.9910082744,180.6046947364,190.0208118445,199.2560105199,208.3246484876,217.2392091845,226.0106282412,234.6485512095,243.1615387184,251.557231634,259.8424854571,268.0234801411,276.1058111862,284.094565327
,20,4.172888711,4.2646566093,4.3448532762,4.4160727494,4.4801240317,4.5383190307,4.5916395022,4.6408393071,4.686509909,4.7291239097,4.7690649092,4.806648539,4.8421376288,4.8757533641,4.907683644,4.9380894435,4.9671097229,4.9948652678,5.0214617271,5.0469920405,,65.523212758,71.649787965,77.5093756795,83.1384385589,88.566225769,93.8164250742,98.9084559555,103.8584368405,108.679903343,113.3843444352,117.9816072248,122.4802059412,126.8875611308,131.2101867175,135.4538381164,139.623630974,143.7241368413,147.7594613787,151.7333087475,155.6490348255
,21,3.4717121621,3.5480601671,3.6147812717,3.6740336334,3.7273222856,3.7757386946,3.8200996497,3.86103234,3.8990288444,3.9344823527,3.967712008,3.998980406,4.0285062125,4.0564734469,4.0830384356,4.1083351044,4.1324790641,4.1555708045,4.1776982222,4.1989386398,,32.4996046359,34.9945996109,37.3497755075,39.5857037547,41.7186737301,43.7617265354,45.7254429975,47.6185228269,49.4482085834,51.2205986559,52.9408811058,54.6135106408,56.2423444178,57.8307475611,59.3816761092,60.8977429968,62.3812710606,63.8343359961,65.2588015794,66.6563486226
,22,4.172888711,4.2646566093,4.3448532762,4.4160727494,4.4801240317,4.5383190307,4.5916395022,4.6408393071,4.686509909,4.7291239097,4.7690649092,4.806648539,4.8421376288,4.8757533641,4.907683644,4.9380894435,4.9671097229,4.9948652678,5.0214617271,5.0469920405,,65.523212758,71.649787965,77.5093756795,83.1384385589,88.566225769,93.8164250742,98.9084559555,103.8584368405,108.679903343,113.3843444352,117.9816072248,122.4802059412,126.8875611308,131.2101867175,135.4538381164,139.623630974,143.7241368413,147.7594613787,151.7333087475,155.6490348255
,23,3.4717121621,3.5480601671,3.6147812717,3.6740336334,3.7273222856,3.7757386946,3.8200996497,3.86103234,3.8990288444,3.9344823527,3.967712008,3.998980406,4.0285062125,4.0564734469,4.0830384356,4.1083351044,4.1324790641,4.1555708045,4.1776982222,4.1989386398,,32.4996046359,34.9945996109,37.3497755075,39.5857037547,41.7186737301,43.7617265354,45.7254429975,47.6185228269,49.4482085834,51.2205986559,52.9408811058,54.6135106408,56.2423444178,57.8307475611,59.3816761092,60.8977429968,62.3812710606,63.8343359961,65.2588015794,66.6563486226
,24,2.8883553267,2.9518744656,3.0073843261,3.0566804274,3.1010149101,3.1412958395,3.178202759,3.2122574699,3.2438693664,3.2733655703,3.3010115984,3.327025922,3.3515904644,3.3748583237,3.3969595588,3.4180055917,3.4380926068,3.4573042085,3.475713524,3.4933848835,,18.1354953838,19.2788386477,20.3469282684,21.3513470377,22.3012217585,23.2038162083,24.0649877046,24.8895229649,25.6813835155,26.4438862055,27.1798375135,27.8916347962,28.581343634,29.2507576457,29.9014453582,30.5347872892,31.1520056427,31.7541882918,32.3423083454,32.917240206
,25,3.4717121621,3.5480601671,3.6147812717,3.6740336334,3.7273222856,3.7757386946,3.8200996497,3.86103234,3.8990288444,3.9344823527,3.967712008,3.998980406,4.0285062125,4.0564734469,4.0830384356,4.1083351044,4.1324790641,4.1555708045,4.1776982222,4.1989386398,,32.4996046359,34.9945996109,37.3497755075,39.5857037547,41.7186737301,43.7617265354,45.7254429975,47.6185228269,49.4482085834,51.2205986559,52.9408811058,54.6135106408,56.2423444178,57.8307475611,59.3816761092,60.8977429968,62.3812710606,63.8343359961,65.2588015794,66.6563486226
,26,2.8883553267,2.9518744656,3.0073843261,3.0566804274,3.1010149101,3.1412958395,3.178202759,3.2122574699,3.2438693664,3.2733655703,3.3010115984,3.327025922,3.3515904644,3.3748583237,3.3969595588,3.4180055917,3.4380926068,3.4573042085,3.475713524,3.4933848835,,18.1354953838,19.2788386477,20.3469282684,21.3513470377,22.3012217585,23.2038162083,24.0649877046,24.8895229649,25.6813835155,26.4438862055,27.1798375135,27.8916347962,28.581343634,29.2507576457,29.9014453582,30.5347872892,31.1520056427,31.7541882918,32.3423083454,32.917240206
,27,2.4030207874,2.4558667132,2.5020491711,2.543061977,2.5799468722,2.6134593386,2.6441647348,2.6724971831,2.6987972868,2.7233372007,2.7463378265,2.7679809257,2.7884178523,2.8077759794,2.8261635119,2.8436731493,2.8603849141,2.8763683625,2.891684334,2.9063863493,,11.1622388375,11.7399822075,12.2753698117,12.7750797711,13.2443815222,13.6874623376,14.1076889962,14.5078033054,14.8900659076,15.256362309,15.60828181,15.9471769443,16.2742087985,16.5903820266,16.896572185,17.1935473287,17.481985261,17.7624874227,18.0355901988,18.3017741775
,28,4.7958976403,4.9013664119,4.9935363767,5.07538886,5.1490029472,5.2158864128,5.2771675878,5.333712884,5.38620207,5.4351783068,5.4810824654,5.524277301,5.5650648833,5.6036994208,5.6403968659,5.6753422268,5.7086952105,5.7405946361,5.7711619253,5.8005038939,,122.1699859498,135.4361074736,148.2769792364,160.7456437767,172.8854958115,184.7322224285,196.315453216,207.6600493582,218.7870880385,229.7146123804,240.4582066543,251.0314411356,261.4462201789,271.7130572451,281.8412942222,291.8392787868,301.7145082871,311.4737481082,321.1231294141,330.668230963
,29,4.2850348724,4.379269028,4.4616209761,4.5347544689,4.6005271259,4.6602861124,4.7150395687,4.7655616158,4.8124596126,4.8562188623,4.8972332741,4.935826962,4.9722698192,5.0067889754,5.03957738,5.0708003337,5.1006005315,5.1291020053,5.156413243,5.1826296821,,73.2992688815,80.3508454046,87.1095572751,93.6148357273,99.8984010619,105.9860021055,111.8987899436,117.6543509174,123.2674763465,128.7507388588,134.1149283001,139.3693851907,144.5222592993,149.5807121066,154.551077463,159.4389902085,164.2494903494,168.9871080254,173.6559335171,178.2596753599
,30,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,31,4.2850348724,4.379269028,4.4616209761,4.5347544689,4.6005271259,4.6602861124,4.7150395687,4.7655616158,4.8124596126,4.8562188623,4.8972332741,4.935826962,4.9722698192,5.0067889754,5.03957738,5.0708003337,5.1006005315,5.1291020053,5.156413243,5.1826296821,,73.2992688815,80.3508454046,87.1095572751,93.6148357273,99.8984010619,105.9860021055,111.8987899436,117.6543509174,123.2674763465,128.7507388588,134.1149283001,139.3693851907,144.5222592993,149.5807121066,154.551077463,159.4389902085,164.2494903494,168.9871080254,173.6559335171,178.2596753599
,32,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,33,2.9659797219,3.0312059343,3.0882076193,3.1388285507,3.1843545203,3.2257179975,3.2636167885,3.2985867179,3.3310481825,3.3613370952,3.3897261089,3.4164395661,3.4416642792,3.4655574611,3.4882526657,3.5098643095,3.5304911621,3.5502190746,3.5691231395,3.5872694158,,19.5993319998,20.8705592998,22.0597184021,23.1793768412,24.2394403858,25.2477972649,26.2108126273,27.1336918789,28.0207461202,28.8755873897,29.7012740157,30.5004201789,31.2752796914,32.0278108095,32.7597270082,33.4725372258,34.1675780799,34.8460398792,35.5089878926,36.1573797864
,34,3.5650142411,3.6434140947,3.7119283254,3.7727730911,3.8274938732,3.8772114704,3.9227646239,3.9647973781,4.0038150364,4.0402213559,4.0743440564,4.1064527909,4.1367721019,4.1654909543,4.1927698755,4.218746391,4.2435392183,4.2672515481,4.2899736389,4.3117848917,,35.6778484003,38.4957436391,41.1602899232,43.693855879,46.1141768893,48.435469575,50.6692823781,52.825121242,54.91090829,56.9333207596,58.8980444277,60.8099656754,62.6733189498,64.4918014461,66.268663319,68.0067795738,69.7087077117,71.3767346451,73.012915044,74.6191030243
,35,2.9659797219,3.0312059343,3.0882076193,3.1388285507,3.1843545203,3.2257179975,3.2636167885,3.2985867179,3.3310481825,3.3613370952,3.3897261089,3.4164395661,3.4416642792,3.4655574611,3.4882526657,3.5098643095,3.5304911621,3.5502190746,3.5691231395,3.5872694158,,19.5993319998,20.8705592998,22.0597184021,23.1793768412,24.2394403858,25.2477972649,26.2108126273,27.1336918789,28.0207461202,28.8755873897,29.7012740157,30.5004201789,31.2752796914,32.0278108095,32.7597270082,33.4725372258,34.1675780799,34.8460398792,35.5089878926,36.1573797864
,36,2.4676018427,2.521868,2.5692916091,2.6114066319,2.6492828067,2.6836959188,2.7152265209,2.7443204023,2.7713273198,2.7965267426,2.820145509,2.8423702652,2.8633564332,2.883234809,2.9021165054,2.9200967134,2.937257606,2.9536706087,2.9693981961,2.9844953273,,11.9068945323,12.5409787908,13.1291800589,13.6787158241,14.1952778133,14.6833887259,15.1466858724,15.5881324266,16.0101725724,16.4148458242,16.8038720856,17.1787157128,17.540634369,17.8907167511,18.2299120747,18.5590533688,18.878876074,19.190033036,19.4931067117,19.7886191638
,37,4.6703813897,4.7730898763,4.8628476068,4.9425578808,5.0142453705,5.0793783897,5.1390557391,5.1941211553,5.245236616,5.292931067,5.3376338408,5.3796981991,5.4194183057,5.4570417159,5.4927787307,5.526809516,5.5592895993,5.5903541663,5.6201214611,5.6486955038,,107.7589891846,119.1309683095,130.1116900926,140.7509876692,151.0894317498,161.1602653921,170.9910082744,180.6046947364,190.0208118445,199.2560105199,208.3246484876,217.2392091845,226.0106282412,234.6485512095,243.1615387184,251.557231634,259.8424854571,268.0234801411,276.1058111862,284.094565327
,38,4.172888711,4.2646566093,4.3448532762,4.4160727494,4.4801240317,4.5383190307,4.5916395022,4.6408393071,4.686509909,4.7291239097,4.7690649092,4.806648539,4.8421376288,4.8757533641,4.907683644,4.9380894435,4.9671097229,4.9948652678,5.0214617271,5.0469920405,,65.523212758,71.649787965,77.5093756795,83.1384385589,88.566225769,93.8164250742,98.9084559555,103.8584368405,108.679903343,113.3843444352,117.9816072248,122.4802059412,126.8875611308,131.2101867175,135.4538381164,139.623630974,143.7241368413,147.7594613787,151.7333087475,155.6490348255
