SAMPLE_FFDI_PATHS,,,,,,,,,,,,,,,,,,,,,
PRESET_PATHS,10,,,,,,,,,,,,,,,,,,,,
PATH_1,HOUR,,,,,,,,,,,,,,,,,,,,
PATCH,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
71,12.2780780525,13.5877292572,22.5905887226,24.2780086444,29.7109469197,32.8390048768,33.0846533413,33.176411151,20.1081644898,33.5812428695,26.8460283878,34.1910240495,49.8253734241,43.4257379266,53.7754158139,65.8076999955,59.2016471358,51.4193923483,40.7036573529,55.8142838968,29.9543766401
72,6.7922790221,10.7543257491,12.7126273682,16.9168042261,25.8907675575,27.9618970928,29.8296742003,34.5484035296,44.2494553523,49.6242949749,44.6383809127,41.6503661512,77.3674672733,83.4236920744,56.2523746914,52.9540567788,44.6995233825,50.1578900936,50.1252474614,34.8683405278,34.5591912083
73,7.3093041013,13.60629117,14.9425836409,11.237386554,14.8065931606,11.9710008382,18.4773775394,21.1236313539,33.5732939157,72.109419087,66.9065197749,42.2078918266,37.0706319298,44.0338545102,54.6697623415,59.2258208951,75.8967823059,88.701421931,35.6307891605,39.4706597705,32.2946306482
74,8.1757032282,12.1801745702,12.6836403832,22.936719823,23.6860562527,16.9258927947,31.5174336927,41.9876112971,33.2686244353,35.5698707098,39.7136692157,58.9655258568,75.9579799417,68.327534171,86.6743142999,120.278788294,91.9670513332,115.970735533,168.131303681,208.400610424,170.699716304
75,7.0981708619,12.4336779944,21.6387161913,36.1942685865,35.5750258881,39.8604694625,36.5231037663,36.4142033802,36.9491488082,44.1250046243,42.1407162477,66.6058895,76.519729495,90.4142757919,64.6059342151,65.7770890938,56.6329467033,67.0060373422,90.7197444058,65.2177845474,59.4518990808
76,10.2217424668,9.3870953839,18.4293242149,23.5469279016,27.2609451321,25.9807254223,30.667902104,30.3121740537,41.3552932345,34.6041553033,20.2214165764,22.6037798314,25.2278738097,68.8394603956,48.0117214164,31.5654024981,38.6664655294,27.4706587212,51.4446567509,48.0352189264,62.1907194294
77,7.4337847256,17.9635095134,17.3890121778,27.5522697698,23.8462918385,20.6722156219,29.4789664041,18.0136876812,22.8476331188,21.9516373433,40.1552564599,34.4499488636,39.625294285,64.7514837529,59.4103764025,50.0106992831,48.156520777,48.9675518283,43.1863906966,50.033754327,46.1896724611
78,10.5453526174,11.8488369576,16.6957363483,16.5633879039,26.072547452,29.2836659311,23.8366096066,38.4157621704,47.619245552,62.722972083,68.8410061922,53.3417992057,55.3223251049,56.9012820228,82.9344317057,64.8421131174,59.7868013798,54.2151309844,65.4557197991,67.6996612465,47.1393370651
79,3.5329670442,5.0847136833,6.5164110646,9.2546908685,10.6808866435,15.866232904,23.7396121849,31.0167240906,28.7941975164,44.5039031666,53.0381665605,70.6742056021,84.9928736932,66.938476993,47.0285525496,54.8919498326,44.9821301947,49.1331510438,49.402114196,37.7401728778,36.1375690184
80,8.6565439667,14.1450989609,13.6051110697,18.9965191164,19.4963515713,20.6087148667,25.6607744198,30.9223247125,43.021338072,49.4935074414,43.3417515939,37.2074882616,30.358983246,26.6542468964,44.0644681774,55.9682390344,57.2419121743,55.6447030063,65.4471829957,42.8299935114,41.6728265818
